,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
1818,,Feature,Downtown Oswego,Aurora,Illinois,-88.3517460918,41.6843120119,12,http://mw2.google.com/mw-panoramio/photos/small/68893913.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1819,,Feature,Untermyer Park,Yonkers,New York,-73.8862122487,40.9671459159,1,http://mw2.google.com/mw-panoramio/photos/small/25168014.jpg,,,,None,None,None,None,None,None,None,45.0,30,WESTCHESTER,False
1820,,Feature,stew leonard's,Yonkers,New York,-73.8643411405,40.9745039449,2,http://mw2.google.com/mw-panoramio/photos/small/32187519.jpg,,,,None,None,None,None,None,None,None,15.0,15,WESTCHESTER,False
1821,,Feature,Lego Land,Yonkers,New York,-73.8569861429,40.9663692383,3,,,,,None,None,None,None,None,None,None,15.0,15,WESTCHESTER,False
1822,,Feature,Tibbetts Brook Park,Yonkers,New York,-73.8788517222,40.9240578378,4,https://farm6.staticflickr.com/5156/14318321271_fe31138418_q.jpg,,,,None,None,None,None,None,None,None,45.0,30,WESTCHESTER,False
1823,,Feature,Stan Hywet Hall,Akron,Ohio,-81.5510256333,41.1188010312,1,http://mw2.google.com/mw-panoramio/photos/small/2730817.jpg,5.0,545.0,1.0,No,15 min,Historic Sites,None,None,15,15,15.0,15,SUMMIT,False
1824,2 hours,Feature,Akron Art Museum,Akron,Ohio,-81.5155422389,41.0842165058,2,http://mw2.google.com/mw-panoramio/photos/small/16669561.jpg,4.0,118.0,7.0,No,15 min,Art Museums,120.0,60.0,15,15,120.0,60.0,SUMMIT,False
1825,,Feature,Canal Park,Akron,Ohio,-81.5222145333,41.0776591252,3,http://mw2.google.com/mw-panoramio/photos/small/45188975.jpg,,,,None,None,None,None,None,None,None,45.0,30,SUMMIT,False
1826,,Feature,Lake Anna,Akron,Ohio,-81.6112716125,41.0145998415,4,http://mw2.google.com/mw-panoramio/photos/small/11407688.jpg,,,,None,None,None,None,None,None,None,15.0,15,SUMMIT,False
1827,,Feature,Jaguar,Akron,Ohio,-81.5410079,41.0802304051,5,,,,,None,None,None,None,None,None,None,15.0,15,SUMMIT,False
1828,2.5 hours,Feature,Akron Zoo,Akron,Ohio,-81.541051003,41.0813187429,6,http://mw2.google.com/mw-panoramio/photos/small/25489645.jpg,4.5,609.0,2.0,No,15 min,Nature & Parks,150.0,75.0,90,120,150.0,75.0,SUMMIT,False
1829,,Feature,Downtown Akron,Akron,Ohio,-81.52039375,41.0798214512,7,https://farm4.staticflickr.com/3840/14284542277_bc0f0a8918_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,SUMMIT,False
1830,,Feature,Rubber Bowl,Akron,Ohio,-81.45625546,41.0393901411,8,http://mw2.google.com/mw-panoramio/photos/small/14013572.jpg,,,,None,None,None,None,None,None,None,15.0,15,SUMMIT,False
1831,,Feature,Mary Campbell Cave,Akron,Ohio,-81.4971540833,41.1241713334,9,http://mw2.google.com/mw-panoramio/photos/small/23198280.jpg,,,,None,None,None,None,None,None,None,15.0,15,SUMMIT,False
1832,,Feature,Huntington Beach,Huntington Beach,California,-118.003470704,33.6555430688,1,http://mw2.google.com/mw-panoramio/photos/small/105321627.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,30,30.0,15,ORANGE,False
1833,,Feature,Huntington Beach Pier,Huntington Beach,California,-118.003729935,33.6554434731,2,http://mw2.google.com/mw-panoramio/photos/small/20149718.jpg,4.5,1557.0,1.0,No,15 min,Points of Interest & Landmarks,None,None,15,30,30.0,15,ORANGE,False
1834,,Feature,Dog Beach,Huntington Beach,California,-118.022570272,33.6713711977,3,http://mw2.google.com/mw-panoramio/photos/small/22935810.jpg,4.5,507.0,2.0,No,15 min,Beaches,None,None,15,30,30.0,15,ORANGE,False
1835,,Feature,HB Pier,Huntington Beach,California,-118.003503217,33.6554633101,4,http://mw2.google.com/mw-panoramio/photos/small/67721244.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1836,30 min,Feature,Bolsa Chica Ecological Reserve,Huntington Beach,California,-118.045667921,33.6961781279,5,http://mw2.google.com/mw-panoramio/photos/small/44396834.jpg,4.5,185.0,5.0,No,15 min,Nature & Wildlife Areas,30,30,15,15,30.0,30,ORANGE,False
1837,,Feature,Bolsa Chica,Huntington Beach,California,-118.060723054,33.7092504248,6,http://mw2.google.com/mw-panoramio/photos/small/4283891.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,ORANGE,False
1838,,Feature,Surf City,Huntington Beach,California,-118.003781688,33.6556770794,7,http://mw2.google.com/mw-panoramio/photos/small/55236978.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1839,,Feature,American Wigeon,Huntington Beach,California,-118.047603865,33.7044724793,8,,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1840,1.5 hours,Feature,Huntington Beach Central Park,Huntington Beach,California,-118.004663723,33.7031408469,9,http://mw2.google.com/mw-panoramio/photos/small/67834954.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,ORANGE,False
1841,,Feature,U.S. Open of Surfing,Huntington Beach,California,-118.002901524,33.6553647145,10,http://mw2.google.com/mw-panoramio/photos/small/59402156.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1842,,Feature,Don the Beachcomber,Huntington Beach,California,-118.079160381,33.7252101432,11,,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1843,,Feature,Huntington Harbor,Huntington Beach,California,-118.077061944,33.7261944559,12,http://mw2.google.com/mw-panoramio/photos/small/70284117.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1844,,Feature,Donut Derelicts,Huntington Beach,California,-117.97060164,33.6727364533,13,http://mw2.google.com/mw-panoramio/photos/small/24313268.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1845,,Feature,Little Saigon,Huntington Beach,California,-117.968607133,33.744050379,14,http://mw2.google.com/mw-panoramio/photos/small/33204326.jpg,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1846,2.5 hours,Feature,Huntington Beach Library,Huntington Beach,California,-118.004891833,33.7021580221,15,http://mw2.google.com/mw-panoramio/photos/small/11440311.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,ORANGE,False
1847,2 hours,Feature,Mile Square Park,Huntington Beach,California,-117.940579644,33.7293718578,16,http://mw2.google.com/mw-panoramio/photos/small/68990816.jpg,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,ORANGE,False
1848,,Feature,Shipley Nature Center,Huntington Beach,California,-118.008631625,33.7028720836,17,http://mw2.google.com/mw-panoramio/photos/small/12897227.jpg,4.0,31.0,17.0,No,15 min,Nature & Wildlife Areas,None,None,15,15,15.0,15,ORANGE,False
1849,,Feature,Blue Heron,Huntington Beach,California,-118.0510782,33.7037053272,18,,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1850,,Feature,HB Surfers,Huntington Beach,California,-118.004477905,33.6547992862,19,,,,,None,None,None,None,None,None,None,15.0,15,ORANGE,False
1851,,Feature,Clinton Presidential Library,Little Rock,Arkansas,-92.2586974111,34.7465110765,1,http://mw2.google.com/mw-panoramio/photos/small/67815746.jpg,4.5,1867.0,2.0,No,15 min,Architectural Buildings,None,None,15,15,15.0,15,PULASKI,False
1852,,Feature,The Old Mill,Little Rock,Arkansas,-92.2494173426,34.7915937385,2,http://mw2.google.com/mw-panoramio/photos/small/65251868.jpg,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1853,,Feature,Arkansas State Capitol,Little Rock,Arkansas,-92.2890819312,34.7466132174,3,http://mw2.google.com/mw-panoramio/photos/small/77265730.jpg,4.5,320.0,6.0,No,15 min,Government Buildings,None,None,15,15,15.0,15,PULASKI,False
1854,,Feature,Little Rock,Little Rock,Arkansas,-92.2885340881,34.7463282399,4,http://mw2.google.com/mw-panoramio/photos/small/100491596.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,PULASKI,False
1855,,Feature,River Market,Little Rock,Arkansas,-92.2659062308,34.7477531546,5,http://mw2.google.com/mw-panoramio/photos/small/66576330.jpg,4.0,470.0,7.0,No,15 min,Piers & Boardwalks,None,None,15,15,15.0,15,PULASKI,False
1856,,Feature,Big Dam Bridge,Little Rock,Arkansas,-92.3586909108,34.7919994854,6,http://mw2.google.com/mw-panoramio/photos/small/33599770.jpg,4.5,606.0,3.0,No,15 min,Nature & Parks,None,None,15,15,15.0,15,PULASKI,False
1857,,Feature,Flying Fish,Little Rock,Arkansas,-92.2654471,34.7473931001,7,https://farm8.staticflickr.com/7726/17303562662_c9f10c19c2_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1858,,Feature,Little Rock Central High School,Little Rock,Arkansas,-92.2978212222,34.7367396667,8,http://mw2.google.com/mw-panoramio/photos/small/79928827.jpg,4.5,753.0,1.0,No,1-2 hours,Historic Sites,None,None,60.0,120.0,120.0,60.0,PULASKI,False
1859,,Feature,Junction Bridge,Little Rock,Arkansas,-92.2667285208,34.7492110417,9,,4.5,73.0,15.0,No,15 min,Bridges,None,None,15,15,15.0,15,PULASKI,False
1860,1.5 hours,Feature,Old State House,Little Rock,Arkansas,-92.272626875,34.7489381251,10,http://mw2.google.com/mw-panoramio/photos/small/2344642.jpg,4.5,270.0,8.0,No,15 min,Government Buildings,90.0,45.0,15,15,90.0,45.0,PULASKI,False
1861,,Feature,Union Station,Little Rock,Arkansas,-92.2863040476,34.7502315001,11,http://mw2.google.com/mw-panoramio/photos/small/32810058.jpg,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1862,,Feature,Pulaski County Courthouse,Little Rock,Arkansas,-92.27454723,34.7477593945,12,http://mw2.google.com/mw-panoramio/photos/small/88788299.jpg,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1863,,Feature,Two Rivers Bridge,Little Rock,Arkansas,-92.3839120625,34.7990733974,13,http://mw2.google.com/mw-panoramio/photos/small/62607220.jpg,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1864,,Feature,Two Rivers Park,Little Rock,Arkansas,-92.3831923653,34.8000698539,14,http://mw2.google.com/mw-panoramio/photos/small/63478330.jpg,4.5,80.0,19.0,No,15 min,Nature & Parks,None,None,30,60,60.0,30,PULASKI,False
1865,2.5 hours,Feature,Little Rock Zoo,Little Rock,Arkansas,-92.33115265,34.746755701,15,http://mw2.google.com/mw-panoramio/photos/small/68733042.jpg,3.5,347.0,14.0,No,15 min,Zoos & Aquariums,150.0,75.0,90,120,150.0,75.0,PULASKI,False
1866,2.5 hours,Feature,Historic Arkansas Museum,Little Rock,Arkansas,-92.268879375,34.7465605001,16,,4.5,136.0,17.0,No,15 min,Specialty Museums,150.0,75.0,15,15,150.0,75.0,PULASKI,False
1867,,Feature,Downtown,Little Rock,Arkansas,-92.2733154643,34.7461547933,17,,,,,None,None,None,None,None,None,None,15.0,15,PULASKI,False
1868,,Feature,MacArthur Park,Little Rock,Arkansas,-92.2659078667,34.7381544701,18,http://mw2.google.com/mw-panoramio/photos/small/2085668.jpg,,,,None,None,None,None,None,None,None,45.0,30,PULASKI,False
1869,1.5 hours,Feature,Burns Park,Little Rock,Arkansas,-92.3017898963,34.8003167271,19,http://mw2.google.com/mw-panoramio/photos/small/78548184.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,PULASKI,False
1870,,Feature,Boyle Park,Little Rock,Arkansas,-92.3566115014,34.7294563613,20,http://mw2.google.com/mw-panoramio/photos/small/65075591.jpg,,,,None,None,None,None,None,None,None,45.0,30,PULASKI,False
1871,45 min,Feature,Riverwalk,Augusta-Richmond County,Georgia,-81.9640178954,33.4779066213,1,http://mw2.google.com/mw-panoramio/photos/small/84091869.jpg,4.0,557.0,1.0,No,15 min,Historic Walking Areas,45,30,15,15,45.0,30,,False
1872,,Feature,Augusta Canal,Augusta-Richmond County,Georgia,-82.0381894583,33.5504353556,2,http://mw2.google.com/mw-panoramio/photos/small/107257596.jpg,4.5,210.0,4.0,No,15 min,History Museums,None,None,15,15,15.0,15,,False
1873,,Feature,James Brown,Augusta-Richmond County,Georgia,-81.9664884444,33.4757067779,3,http://mw2.google.com/mw-panoramio/photos/small/13789520.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
1874,,Feature,Phinizy Swamp Nature Park,Augusta-Richmond County,Georgia,-81.9655892,33.3854839335,4,http://mw2.google.com/mw-panoramio/photos/small/23877206.jpg,4.5,111.0,6.0,No,15 min,Nature & Wildlife Areas,None,None,30,60,60.0,30,,False
1875,,Feature,Savannah River,Augusta-Richmond County,Georgia,-82.0384613214,33.5510362994,5,http://mw2.google.com/mw-panoramio/photos/small/29091503.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
1876,,Feature,Savannah Rapids,Augusta-Richmond County,Georgia,-82.0387710714,33.551459236,6,http://mw2.google.com/mw-panoramio/photos/small/99446636.jpg,4.5,145.0,3.0,No,15 min,Visitor Centers,None,None,15,15,15.0,15,,False
1877,,Feature,Augusta,Augusta-Richmond County,Georgia,-81.982507,33.4779002515,7,http://mw2.google.com/mw-panoramio/photos/small/77230212.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,,False
1878,,Feature,Butler Creek,Augusta-Richmond County,Georgia,-81.9672525939,33.3903863065,8,http://mw2.google.com/mw-panoramio/photos/small/91531154.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
1879,,Feature,Hammond's Ferry,Augusta-Richmond County,Georgia,-81.9825228333,33.4882560005,9,http://mw2.google.com/mw-panoramio/photos/small/21484326.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
1880,,Feature,Lamar Building,Augusta-Richmond County,Georgia,-81.9647904074,33.4753430741,10,http://mw2.google.com/mw-panoramio/photos/small/17658831.jpg,,,,None,None,None,None,None,None,None,15.0,15,,False
1881,45 min to 2 hr,Feature,Big Texan,Amarillo,Texas,-101.75478515,35.19342175,1,http://mw2.google.com/mw-panoramio/photos/small/103065460.jpg,,,,None,None,None,120.0,45.0,None,None,120.0,45.0,POTTER,False
1882,,Feature,Hollywood Sign,Glendale,California,-118.300562258,34.1189954535,1,http://mw2.google.com/mw-panoramio/photos/small/65480723.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1883,2 hours,Feature,Los Angeles Zoo,Glendale,California,-118.2858674,34.1483578115,2,http://mw2.google.com/mw-panoramio/photos/small/74419302.jpg,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,LOS ANGELES,False
1884,,Feature,Meerkat,Glendale,California,-118.286274976,34.1486136045,3,https://farm4.staticflickr.com/3441/3874961741_a618692bb4_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1885,,Feature,Americana,Glendale,California,-118.256878534,34.1439276128,4,http://mw2.google.com/mw-panoramio/photos/small/36976601.jpg,4.5,293.0,1.0,No,15 min,Shopping Malls,None,None,15,15,15.0,15,LOS ANGELES,False
1886,,Feature,Giraffe,Glendale,California,-118.287257667,34.1483513765,5,https://farm4.staticflickr.com/3091/3192350726_4ca3941197_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1887,,Feature,Gorilla,Glendale,California,-118.287447506,34.1480692495,6,https://farm3.staticflickr.com/2497/3874974477_a1e9776935_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1888,45 min to 2.5 hr,Feature,The Americana at Brand,Glendale,California,-118.256830728,34.1439640545,7,http://mw2.google.com/mw-panoramio/photos/small/103775787.jpg,4.5,293.0,1.0,No,15 min,Shopping Malls,150.0,45.0,15,15,150.0,45.0,LOS ANGELES,False
1889,,Feature,Zebra,Glendale,California,-118.287708174,34.1480032524,8,https://farm2.staticflickr.com/1029/1331463649_2d87fa6458_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1890,,Feature,Koala,Glendale,California,-118.2868322,34.1481310113,9,https://farm4.staticflickr.com/3255/2665858769_1c2359f306_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1891,,Feature,Flamingo,Glendale,California,-118.287048711,34.1476770536,10,http://mw2.google.com/mw-panoramio/photos/small/9168334.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1892,,Feature,Tiger,Glendale,California,-118.288399596,34.1486065063,11,https://farm4.staticflickr.com/3506/3875023227_1a048a7efb_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1893,25 min to 1 hr,Feature,The Oinkster,Glendale,California,-118.210448533,34.1394062001,12,https://farm4.staticflickr.com/3734/11638380196_8d2acb1180_q.jpg,,,,None,None,None,60.0,30,None,None,60.0,30,LOS ANGELES,False
1894,,Feature,Astronomers Monument,Glendale,California,-118.3003807,34.1188529334,13,http://mw2.google.com/mw-panoramio/photos/small/17979473.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1895,,Feature,Old Zoo,Glendale,California,-118.288413339,34.1339748133,14,http://mw2.google.com/mw-panoramio/photos/small/94901540.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1896,,Feature,The Greek,Glendale,California,-118.296222769,34.1191908468,15,http://mw2.google.com/mw-panoramio/photos/small/96070534.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1897,,Feature,Komodo Dragon,Glendale,California,-118.287056692,34.1483015554,16,https://farm4.staticflickr.com/3513/3875759540_5f244c1349_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1898,2 hours,Feature,L.A. Zoo,Glendale,California,-118.287005887,34.148491199,17,http://mw2.google.com/mw-panoramio/photos/small/417608.jpg,,,,None,None,None,120.0,60.0,None,None,120.0,60.0,LOS ANGELES,False
1899,,Feature,Gerenuk,Glendale,California,-118.289675909,34.147184916,18,https://farm4.staticflickr.com/3400/3495265832_4a88622c07_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1900,2.5 hours,Feature,Descanso Gardens,Glendale,California,-118.210018791,34.2011739003,19,http://mw2.google.com/mw-panoramio/photos/small/47009180.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,LOS ANGELES,False
1901,,Feature,The Blue Room,Glendale,California,-118.300451,34.1748495006,20,https://farm1.staticflickr.com/85/212641685_61b8eeaa14_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1902,,Feature,Chimpanzee,Glendale,California,-118.2869436,34.14901921,21,https://farm4.staticflickr.com/3529/3192351918_c8a3bd7b28_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,LOS ANGELES,False
1903,2.5 hours,Feature,USS Alabama,Mobile,Alabama,-88.014667681,30.6818510158,1,http://mw2.google.com/mw-panoramio/photos/small/52883567.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,MOBILE,False
1904,,Feature,Downtown Mobile,Mobile,Alabama,-88.0431789179,30.690395122,2,http://mw2.google.com/mw-panoramio/photos/small/93531735.jpg,,,,None,None,None,None,None,None,None,15.0,15,MOBILE,False
1905,,Feature,Mobile,Mobile,Alabama,-88.0153484167,30.6826491751,3,http://mw2.google.com/mw-panoramio/photos/small/48789598.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,MOBILE,False
1906,,Feature,USS Drum,Mobile,Alabama,-88.0165676545,30.6812390546,4,http://mw2.google.com/mw-panoramio/photos/small/24635949.jpg,,,,None,None,None,None,None,None,None,15.0,15,MOBILE,False
1907,1 hour,Feature,Bienville Square,Mobile,Alabama,-88.0424629091,30.692233273,5,http://mw2.google.com/mw-panoramio/photos/small/91816708.jpg,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,MOBILE,False
1908,,Feature,Cathedral Basilica of the Immaculate Conception,Mobile,Alabama,-88.0455513214,30.6901748215,6,,,,,None,None,None,None,None,None,None,15.0,15,MOBILE,False
1909,,Feature,Mobile alabama,Mobile,Alabama,-88.0395704792,30.6904000184,7,http://mw2.google.com/mw-panoramio/photos/small/65934613.jpg,,,,None,None,None,None,None,None,None,15.0,15,MOBILE,False
1910,,Feature,Mobile Mardi Gras,Mobile,Alabama,-88.0437095278,30.6883957897,8,,,,,None,None,None,None,None,None,None,15.0,15,MOBILE,False
1911,2.5 hours,Feature,Battleship Alabama,Mobile,Alabama,-88.0137905385,30.6826283088,9,http://mw2.google.com/mw-panoramio/photos/small/194097.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,MOBILE,False
1912,,Feature,Grand Rapids,Grand Rapids,Michigan,-85.6758403687,42.9660634522,1,http://mw2.google.com/mw-panoramio/photos/small/8369198.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,KENT,False
1913,,Feature,Grand River,Grand Rapids,Michigan,-85.6751518553,42.9684667374,2,http://mw2.google.com/mw-panoramio/photos/small/8643736.jpg,,,,None,None,None,None,None,None,None,15.0,15,KENT,False
