,index,name,street_address,city,state_abb,state,postal_code,country,address,coord_lat,coord_long,num_reviews,review_score,ranking,tag,visit_length,fee,description
2420,1883.0,Sacajawea State Park,Tank Farm Rd.,Pasco,WA,Washington,,United States,"Tank Farm Rd., Pasco, WA, , United States",,,53,4.0,1,"State Parks, Nature & Parks",,NO,
2421,1884.0,Conconully State Park,119 West Broadway Avenue,Conconully,WA,Washington,98819,United States,"119 West Broadway Avenue, Conconully, WA, 98819, United States",,,0,0,1,"State Parks, Bodies of Water, Nature & Parks",,NO,
2422,1885.0,Crawford State Park,,Metaline Falls,WA,Washington,,United States,", Metaline Falls, WA, , United States",,,6,4.5,2,"State Parks, Nature & Parks",,NO,
2423,1886.0,Curlew Lake State Park,62 Curlew Lake State Park Rd,Republic,WA,Washington,99166,United States,"62 Curlew Lake State Park Rd, Republic, WA, 99166, United States",,,15,4.5,2,"State Parks, Nature & Parks",,NO,
2424,1887.0,Daroga State Park,"HWY 97, 18 MI North of Wenatchee",East Wenatchee,WA,Washington,,United States,"HWY 97, 18 MI North of Wenatchee, East Wenatchee, WA, , United States",,,23,4.0,2,"State Parks, Nature & Parks",,NO,Daroga State Park is popular for camping and for freshwater recreation activities.
2425,1888.0,Dash Point State Park,,Federal Way,WA,Washington,,United States,", Federal Way, WA, , United States",,,103,4.0,3,"State Parks, Nature & Parks",,NO,
2426,1889.0,Deception Pass State Park,5175 N State Hwy 20,Oak Harbor,WA,Washington,98277,United States,"5175 N State Hwy 20, Oak Harbor, WA, 98277, United States",,,973,4.5,1,"State Parks, Nature & Parks, Bodies of Water",,NO,"This isn't a lie: with over 30 miles of hiking trails, this park is one of the premier hiking destinations in the country."
2427,1890.0,Doe Bay Hot Springs,107 Doe Bay Rd,,WA,Washington,98279-9329,United States,"107 Doe Bay Rd, , WA, 98279-9329, United States",,,22,4.5,16,"Hot Springs & Geysers, Nature & Parks",,NO,
2428,1891.0,Dosewallips State Park,,,WA,Washington,,United States,", , WA, , United States",,,22,4.0,900,"National Parks, State Parks, Nature & Parks",,NO,
2429,1892.0,Joemma Beach State Park,20001 Bay Road KP S,Lakebay,WA,Washington,98351-9757,United States,"20001 Bay Road KP S, Lakebay, WA, 98351-9757, United States",,,5,4.0,3,"Beaches, Nature & Parks, Outdoor Activities, State Parks",,NO,
2430,1893.0,Illahee State Park,3540 NE Sylvan Way,Bremerton,WA,Washington,98310-8336,United States,"3540 NE Sylvan Way, Bremerton, WA, 98310-8336, United States",,,25,4.5,6,"State Parks, Nature & Parks",,NO,
2431,1894.0,Federation Forest State Park,,,WA,Washington,,United States,", , WA, , United States",,,,0,"2,564","State Parks, Nature & Parks",,NO,
2432,1895.0,Saint Edward State Park,14445 Juanita Dr NE,Kenmore,WA,Washington,98028-4905,United States,"14445 Juanita Dr NE, Kenmore, WA, 98028-4905, United States",,,50,4.5,1,"State Parks, Nature & Parks",,NO,
2433,1896.0,Flaming Geyser State Park,23700 SE Flaming Geyser Rd,Auburn,WA,Washington,98092-9031,United States,"23700 SE Flaming Geyser Rd, Auburn, WA, 98092-9031, United States",,,4,4.5,10,"National Parks, Nature & Parks",,NO,
2434,1897.0,Fort Casey State Park,Whidbey Island,Coupeville,WA,Washington,,United States,"Whidbey Island, Coupeville, WA, , United States",,,393,4.5,1,"State Parks, Nature & Parks",,NO,
2435,1898.0,Fort Columbia State Park,475 Hwy 101,Naselle,WA,Washington,98638,United States,"475 Hwy 101, Naselle, WA, 98638, United States",,,22,4.0,1,"State Parks, Nature & Parks",,NO,
2436,1899.0,Fort Ebey,,Coupeville,WA,Washington,,United States,", Coupeville, WA, , United States",,,58,4.5,4,"Points of Interest & Landmarks, Sights & Landmarks",,NO,
2437,1900.0,Fort Flagler State Park,10541 Flagler Rd,Marrowstone Island,WA,Washington,98358-9656,United States,"10541 Flagler Rd, Marrowstone Island, WA, 98358-9656, United States",,,69,4.5,1,"State Parks, Nature & Parks",,NO,
2438,1901.0,Fort Simcoe State Park,,Yakima,WA,Washington,,United States,", Yakima, WA, , United States",,,29,4.0,11,"State Parks, Nature & Parks",,NO,
2439,1902.0,Fort Townsend State Park,1370 Old Fort Townsend Rd,Port Townsend,WA,Washington,98368-9777,United States,"1370 Old Fort Townsend Rd, Port Townsend, WA, 98368-9777, United States",,,50,4.5,8,"State Parks, Nature & Parks",,NO,
2440,1903.0,Fort Worden State Park,200 Battery Way,Port Townsend,WA,Washington,98368,United States,"200 Battery Way, Port Townsend, WA, 98368, United States",,,668,4.5,1,"Military Bases & Facilities, State Parks, Sights & Landmarks, Nature & Parks",,NO,Stroll along beautiful beaches and explore rows of Victorian-style houses: this park has something for everyone.
2441,1904.0,Ginkgo Petrified Forest State Park,,Vantage,WA,Washington,,United States,", Vantage, WA, , United States",,,58,4.0,1,"Forests, State Parks, Nature & Parks",,NO,
2442,1905.0,Goldendale Observatory State Park,1602 Observatory Dr,Goldendale,WA,Washington,98620-3315,United States,"1602 Observatory Dr, Goldendale, WA, 98620-3315, United States",,,74,4.5,3,"Observatories & Planetariums, Visitor Centers, Museums, Traveler Resources",,NO,"See within 1,100 miles of the moon's surface and Jupiter's cloud belts when looking through the amazing telescopes available to the public."
2443,1906.0,Grayland Beach State Park,925 Cranberry Road,Grayland,WA,Washington,,United States,"925 Cranberry Road, Grayland, WA, , United States",,,61,4.5,1,"Beaches, Outdoor Activities, Nature & Parks",,NO,"This long, sandy beach area is popular for surfing, beachcombing and other activities."
2444,1907.0,Rainbow Falls State Park,4008 Washington 6,Chehalis,WA,Washington,98532,United States,"4008 Washington 6, Chehalis, WA, 98532, United States",,,14,3.5,4,"State Parks, Nature & Parks",,NO,
2445,1908.0,San Juan County Park,,,WA,Washington,,United States,", , WA, , United States",,,13,5.0,51,"Beaches, Nature & Wildlife Areas, Nature & Parks, Outdoor Activities",,NO,
2446,1909.0,Skagit Valley Provincial Park,Silver Skagit Road,Hope,British Columbia,British Columbia,V0X 1L2,Canada,"Silver Skagit Road, Hope, British Columbia, V0X 1L2, Canada",,,8,4.5,11,Nature & Parks,,NO,
2447,1910.0,Ike Kinswa State Park,873 State Route 122,Silver Creek,WA,Washington,98585-9731,United States,"873 State Route 122, Silver Creek, WA, 98585-9731, United States",,,32,4.5,1,"State Parks, Nature & Parks",,NO,
2448,1911.0,Iron Horse Trail,In Ollalie State Park,North Bend,WA,Washington,,United States,"In Ollalie State Park, North Bend, WA, , United States",,,21,4.5,7,"Hiking Trails, Outdoor Activities, Nature & Parks",,NO,
2449,1912.0,Stuart Island State Park,,Friday Harbor,WA,Washington,98250,United States,", Friday Harbor, WA, 98250, United States",,,23,4.5,22,"State Parks, Nature & Parks",,NO,
2450,1913.0,Jarrell Cove State Park,391 E Wingert Rd,Shelton,WA,Washington,98584-7048,United States,"391 E Wingert Rd, Shelton, WA, 98584-7048, United States",,,17,4.5,3,"State Parks, Nature & Parks",,NO,
2451,1914.0,Orcas Outdoors,At the Ferry Landing,,WA,Washington,,United States,"At the Ferry Landing, , WA, , United States",,,15,4.5,10,"Sightseeing Tours, Tours",,NO,
2452,1915.0,Joseph Whidbey State Park,Crosby Rd,Oak Harbor,WA,Washington,98277,United States,"Crosby Rd, Oak Harbor, WA, 98277, United States",,,32,4.0,5,"State Parks, Nature & Parks",,NO,
2453,1916.0,Kanaskat Palmer State Park,32101 Kanaskat-Cumberland Road,Ravensdale,WA,Washington,98051,United States,"32101 Kanaskat-Cumberland Road, Ravensdale, WA, 98051, United States",,,2,4.5,1,"State Parks, Nature & Parks",,NO,
2454,1917.0,Penrose Point State Park,321 158th Avenue KP S,Lakebay,WA,Washington,98349-9680,United States,"321 158th Avenue KP S, Lakebay, WA, 98349-9680, United States",,,17,5.0,1,"State Parks, Nature & Parks",,NO,
2455,1918.0,Kitsap Memorial State Park,Highway 3,Poulsbo,WA,Washington,,United States,"Highway 3, Poulsbo, WA, , United States",,,40,4.5,2,"State Parks, Nature & Parks",,NO,
2456,1919.0,Kopachuck State Park,10712 56th ST NW,Gig Harbor,WA,Washington,98335,United States,"10712 56th ST NW, Gig Harbor, WA, 98335, United States",,,2,4.5,17,"State Parks, Nature & Parks",,NO,
2457,1920.0,Lake Chelan State Park,7544 S Lakeshore Rd,Chelan,WA,Washington,98816-8788,United States,"7544 S Lakeshore Rd, Chelan, WA, 98816-8788, United States",,,58,4.5,6,"State Parks, Nature & Parks",,NO,
2458,1921.0,Lake Easton State Park,150 Lake Easton State Park Rd,Easton,WA,Washington,98925,United States,"150 Lake Easton State Park Rd, Easton, WA, 98925, United States",,,27,4.0,2,"State Parks, Nature & Parks",,NO,
2459,1922.0,Lake Sammamish State Park,2000 NW Sammamish Rd,Issaquah,WA,Washington,98027-8918,United States,"2000 NW Sammamish Rd, Issaquah, WA, 98027-8918, United States",,,98,4.0,2,"State Parks, Bodies of Water, Nature & Parks",,NO,"This park has something for everyone, from bikers to hikers and to fishermen."
2460,1923.0,Lake Sylvia State Park,1812 N Lake Sylvia Rd,Montesano,WA,Washington,98563-1220,United States,"1812 N Lake Sylvia Rd, Montesano, WA, 98563-1220, United States",,,20,4.0,2,"State Parks, Nature & Parks",,NO,
2461,1924.0,Wenatchee Confluence State Park,Highway 2 East,Wenatchee,WA,Washington,,United States,"Highway 2 East, Wenatchee, WA, , United States",,,90,4.5,6,"State Parks, Nature & Parks",,NO,"This State Park offers camping, swimming and more where the Columbia and Wenatchee rivers meet."
2462,1925.0,Larrabee State Park,,Bellingham,WA,Washington,,United States,", Bellingham, WA, , United States",,,184,4.0,10,"State Parks, Nature & Parks",,NO,
2463,1926.0,Leadbetter Point State Park,,Ocean Park,WA,Washington,98640,United States,", Ocean Park, WA, 98640, United States",,,23,4.0,2,"Nature & Wildlife Areas, State Parks, Nature & Parks, Outdoor Activities, Hiking Trails",,NO,
2464,1927.0,The Lewis And Clark National And State Historical Parks,92343 Fort Clatsop Rd,Astoria,OR,Oregon,97103-8701,United States,"92343 Fort Clatsop Rd, Astoria, OR, 97103-8701, United States",,,211,4.5,9,"Historic Sites, National Parks, Nature & Parks, Sights & Landmarks, Historic Walking Areas",,NO,"Located in the states of Washington and Oregon, these national parks preserve the historic sites that mark the success of Lewis and Clark in the early 19th century."
2465,1928.0,Lime Kiln Point State Park,1567 Westside Rd,Friday Harbor,WA,Washington,98250-8602,United States,"1567 Westside Rd, Friday Harbor, WA, 98250-8602, United States",,,327,4.5,2,"Nature & Wildlife Areas, State Parks, Nature & Parks",,NO,"This 36.32-acre park, located on the west side of San Juan Island, boasts over 2,550 feet of scenic shoreline."
2466,1929.0,Lincoln Rock State Park,SR 2 North of East Wenatchee,East Wenatchee,WA,Washington,,United States,"SR 2 North of East Wenatchee, East Wenatchee, WA, , United States",,,55,4.5,1,"State Parks, Nature & Parks",,NO,"This scenic state park, named for a rock said to resemble Abraham Lincoln, is very popular among local campers."
2467,1930.0,Reedham Ferry Touring Park,Ferry Road,Norwich,,,NR13 3HA,United Kingdom,"Ferry Road, Norwich, NR13 3HA, United Kingdom",,,34,4.0,56,Nature & Parks,,NO,
2468,1931.0,Lake Osoyoos State Park,Juniper Street,Oroville,WA,Washington,,United States,"Juniper Street, Oroville, WA, , United States",,,22,4.5,2,Nature & Parks,,NO,
2469,1932.0,Manchester State Park,7767 E Hilldale Rd,Port Orchard,WA,Washington,98366-8060,United States,"7767 E Hilldale Rd, Port Orchard, WA, 98366-8060, United States",,,60,4.5,1,"State Parks, Nature & Parks",,NO,
2470,1933.0,Maryhill State Park,50 Highway 97,Goldendale,WA,Washington,98620-4607,United States,"50 Highway 97, Goldendale, WA, 98620-4607, United States",,,11,4.0,6,"State Parks, Nature & Parks",,NO,
2471,1934.0,Sucia Island State Park,,Eastsound,WA,Washington,,United States,", Eastsound, WA, , United States",,,65,5.0,4,"National Parks, Nature & Parks",,NO,
2472,1935.0,Harstine Island State Park,Yates Road,Shelton,WA,Washington,98584,United States,"Yates Road, Shelton, WA, 98584, United States",,,6,4.5,10,"Bodies of Water, State Parks, Outdoor Activities, Nature & Parks, Hiking Trails, Beaches, Forests",,NO,"Nature hikes and trails in forest and to the ocean. Shell fish collecting. No pets permitted. Picnic tables. Outdoor bathroom facilities. A Washington State ""Discovery Pass"" is required or pay 10 dollars per visit."
2473,1936.0,Millersylvania State Park,12245 Tilley Rd S,Olympia,WA,Washington,98512-9167,United States,"12245 Tilley Rd S, Olympia, WA, 98512-9167, United States",,,66,4.0,9,"State Parks, Nature & Parks",,NO,"One of the highlights of this state park is Deep Lake, a summertime favorite among local residents."
2474,1937.0,Moran State Park,3572 Olga Rd,Olga,WA,Washington,98279-8556,United States,"3572 Olga Rd, Olga, WA, 98279-8556, United States",,,415,5.0,1,"State Parks, Nature & Parks",,NO,
2475,1938.0,Mount Spokane,,Spokane,WA,Washington,,United States,", Spokane, WA, , United States",,,109,4.5,11,"Mountains, Ski & Snowboard Areas, Outdoor Activities, Nature & Parks",,NO,"Located outside of Spokane, this mountain region offers skiing and other outdoor activities."
2476,1939.0,Mystery Bay State Park,,Marrowstone Island,WA,Washington,,United States,", Marrowstone Island, WA, , United States",,,7,3.5,3,"State Parks, Nature & Parks",,NO,
2477,1940.0,Nolte State Park,36921 Veazie Cumberland Rd SE,Enumclaw,WA,Washington,98022-9648,United States,"36921 Veazie Cumberland Rd SE, Enumclaw, WA, 98022-9648, United States",,,14,4.5,2,"State Parks, Nature & Parks",,NO,
2478,1941.0,Obstruction Pass,Trailhead Road,,WA,Washington,,United States,"Trailhead Road, , WA, , United States",,,23,4.5,8,"Other Outdoor Activities, Outdoor Activities",,NO,
2479,1942.0,Ocean City State Park,Highway 115,Ocean Shores,WA,Washington,,United States,"Highway 115, Ocean Shores, WA, , United States",,,66,4.0,5,"Beaches, State Parks, Outdoor Activities, Nature & Parks",,NO,
2480,1943.0,Olallie State Park,52000 SE Homestead Valley Rd,North Bend,WA,Washington,98045,United States,"52000 SE Homestead Valley Rd, North Bend, WA, 98045, United States",,,16,4.0,8,"State Parks, Nature & Parks",,NO,
2481,1944.0,Olmstead Place State Park,921 N Ferguson Rd,Ellensburg,WA,Washington,98926-8109,United States,"921 N Ferguson Rd, Ellensburg, WA, 98926-8109, United States",,,10,4.0,6,"State Parks, Nature & Parks",,NO,
2482,1945.0,Pacific Beach State Park,49 2nd St.,Pacific Beach,WA,Washington,98571,United States,"49 2nd St., Pacific Beach, WA, 98571, United States",,,68,4.5,1,"State Parks, Nature & Parks",,NO,
2483,1946.0,Pine Lake Park,2400 228th Ave SE,Issaquah,WA,Washington,98075-7153,United States,"2400 228th Ave SE, Issaquah, WA, 98075-7153, United States",,,30,4.5,6,Nature & Parks,,NO,
2484,1947.0,Palouse Falls State Park,,Washtucna,WA,Washington,99143,United States,", Washtucna, WA, 99143, United States",,,183,4.5,1,"State Parks, Nature & Parks",,NO,
2485,1948.0,Aquaventure Water Park at Atlantis Paradise Island,1 Casino Dr,Nassau,,,,Caribbean,"1 Casino Dr, Nassau, , Caribbean",,,5647,4.5,2,"Water Parks, Water & Amusement Parks",,NO,"Aquaventure, Atlantis Paradise Island's water park, is a one-of-a-kind 141-acre waterscape with complimentary admission for overnight guests at Atlantis. This non-stop aquatic thrill ride features over twenty million gallons of water, incredible Atlantean-themed towers, thrilling high-speed water slides, a mile-long river ride with rolling rapids and wave surges, 20 swimming areas, a spectacular kids water-play fort and 11 unique and refreshing swimming pools. Aquaventure is connected by a lush, tropical environment that is both immersive and interconnected, and perfect for all vacationers, whether young and older. The water park offers an extreme level of excitement and delivers an ""aqua"" adventure unlike any other."
2486,1949.0,Sucia Island State Park,,Eastsound,WA,Washington,,United States,", Eastsound, WA, , United States",,,65,5.0,4,"National Parks, Nature & Parks",,NO,
2487,1950.0,Peace Arch State Park,19 A St,Blaine,WA,Washington,98230,United States,"19 A St, Blaine, WA, 98230, United States",,,151,4.5,1,"State Parks, Nature & Parks",,NO,"The park is open daily 8am to dusk. Visiting the park and its amenities is FREE. However there is a $10 per day parking fee to use the state park parking area.
                  



                   Walking tour, gardens, interpretive displays, bird watching, playground. Pets are welcome on leash.
                  



                   Annual sculpture exhibition May 1st, to October 1st. Annual sundae afternoon concert series in August."
2488,1951.0,Pearrygin Lake State Park,,Winthrop,WA,Washington,,United States,", Winthrop, WA, , United States",,,72,4.0,3,"State Parks, Nature & Parks",,NO,This park is well-known for its beautiful scenery and recreational activities.
2489,1952.0,Peshastin Pinnacles State Park,Highway 2 to North Dryden Road,Wenatchee,WA,Washington,,United States,"Highway 2 to North Dryden Road, Wenatchee, WA, , United States",,,16,4.0,10,"State Parks, Nature & Parks",,NO,"The tall, scenic spires in this park are especially popular with rock climbers."
2490,1953.0,Fort Ward State Park,,Bainbridge Island,WA,Washington,,United States,", Bainbridge Island, WA, , United States",,,54,4.5,7,"State Parks, Nature & Parks",,NO,
2491,1954.0,Potholes State Park,Hwy 262 (O'Sullivan Dam Road),Moses Lake,WA,Washington,,United States,"Hwy 262 (O'Sullivan Dam Road), Moses Lake, WA, , United States",,,43,4.0,2,"State Parks, Nature & Parks",,NO,
2492,1955.0,Potlatch State Park,2120 N. U.S. Highway 101,Shelton,WA,Washington,98584,United States,"2120 N. U.S. Highway 101, Shelton, WA, 98584, United States",,,10,4.0,6,"State Parks, Nature & Parks, Outdoor Activities, Forests, Beaches, Bodies of Water",,NO,
2493,1956.0,Rasar State Park,38730 Cape Horn Rd,Concrete,WA,Washington,98237-9574,United States,"38730 Cape Horn Rd, Concrete, WA, 98237-9574, United States",,,14,4.5,2,"Bodies of Water, Nature & Parks, Outdoor Activities, State Parks, Forests, Hiking Trails",,NO,
2494,1957.0,Riverside State Park,9711 W Charles Rd,Nine Mile Falls,WA,Washington,99026-8648,United States,"9711 W Charles Rd, Nine Mile Falls, WA, 99026-8648, United States",,,187,4.5,1,"State Parks, Nature & Parks",,NO,"Pretty park great for camping, motorcycle and ATV riding, snowmobiling, cross country skiing and horseback riding."
2495,1958.0,Rockport State Park,51095 State Route 20,Rockport,WA,Washington,98283-9723,United States,"51095 State Route 20, Rockport, WA, 98283-9723, United States",,,13,4.5,2,"State Parks, Nature & Parks",,NO,"Picnic, hike and camp under the beautiful Douglas fir trees this park is known for."
2496,1959.0,The Rothschild House,418 Taylor Street,Port Townsend,WA,Washington,98368,United States,"418 Taylor Street, Port Townsend, WA, 98368, United States",,,27,4.5,14,"Specialty Museums, Museums",,NO,"Step through the kitchen door of the Rothschild House and step back to the 1800's. Located at the corner of Jefferson and Taylor Streets in uptown Port Townsend, the Rothschild House has been left as the family remembered it from its early years. As such, it is a surprisingly accurate reflection of our culture 100 years ago. The children's room looks like the children have just stepped out for a few minutes. The parlor waits for visiting callers. Outside, the roses of earlier generations still bloom; the herbs still rise in the springtime.
                  



                   Jefferson County Historical Society offers walking tours of Port Townsend's historic uptown. This tour, covering the ""Moral High Ground,"" the genteel district up on the bluff in this once-notorious seaport, starts from the Rothschild House every Sunday at 2 pm, June through September. Please call ahead to ensure your reservation.
                  



                   The Rothschild House is managed by Jefferson County Historical Society. The JCHS staffs the house, while Washington State Parks provides maintenance and oversight."
2497,1960.0,Saltwater State Park,Marine View Dr S,Des Moines,WA,Washington,98198,United States,"Marine View Dr S, Des Moines, WA, 98198, United States",,,28,3.5,2,"Other Outdoor Activities, Outdoor Activities",,NO,
2498,1961.0,Scenic Beach State Park,9565 Scenic Beach Rd. NW,Seabeck,WA,Washington,98380,United States,"9565 Scenic Beach Rd. NW, Seabeck, WA, 98380, United States",,,41,5.0,1,Nature & Parks,,NO,
2499,1962.0,Schafer State Park,1365 W Schafer Park Rd,Elma,WA,Washington,98541-9760,United States,"1365 W Schafer Park Rd, Elma, WA, 98541-9760, United States",,,5,4.5,1,"State Parks, Nature & Parks",,NO,
2500,1963.0,Sequim Bay State Park,269035 Highway 101,Sequim,WA,Washington,98382-9652,United States,"269035 Highway 101, Sequim, WA, 98382-9652, United States",,,46,4.5,11,"State Parks, Nature & Parks",,NO,
2501,1964.0,South Whidbey Island State Park,Smugglers Cove Rd.,,WA,Washington,,United States,"Smugglers Cove Rd., , WA, , United States",,,36,4.5,22,"State Parks, Nature & Parks",,NO,
2502,1965.0,Spencer Spit State Park,,,WA,Washington,,United States,", , WA, , United States",,,50,4.5,2,"State Parks, Nature & Parks",,NO,
2503,1966.0,Spring Creek National Fish Hatchery,61552 State Road 14,Underwood,WA,Washington,98651-9000,United States,"61552 State Road 14, Underwood, WA, 98651-9000, United States",,,3,4.5,2,"Fishing Charters & Tours, Outdoor Activities, Boat Tours & Water Sports, Tours",,NO,
2504,1967.0,Badger Mountain Park,350 Keene Ct,Richland,WA,Washington,99352-7695,United States,"350 Keene Ct, Richland, WA, 99352-7695, United States",,,8,4.5,13,Nature & Parks,,NO,
2505,1968.0,Rainbow Falls State Park,4008 Washington 6,Chehalis,WA,Washington,98532,United States,"4008 Washington 6, Chehalis, WA, 98532, United States",,,14,3.5,4,"State Parks, Nature & Parks",,NO,
2506,1969.0,Steamboat Rock State Park,51052 Hwy 155,Electric City,WA,Washington,99123,United States,"51052 Hwy 155, Electric City, WA, 99123, United States",,,17,4.0,1,"State Parks, Nature & Parks",,NO,
2507,1970.0,Steptoe Butte State Park,,Steptoe,WA,Washington,99111,United States,", Steptoe, WA, 99111, United States",,,13,4.5,1,"State Parks, Nature & Parks",,NO,
2508,1971.0,Steptoe Butte State Park,Whitman,Colfax,WA,Washington,,United States,"Whitman, Colfax, WA, , United States",,,46,4.5,1,"State Parks, Nature & Parks",,NO,
2509,1972.0,Deception Pass State Park,5175 N State Hwy 20,Oak Harbor,WA,Washington,98277,United States,"5175 N State Hwy 20, Oak Harbor, WA, 98277, United States",,,973,4.5,1,"State Parks, Nature & Parks, Bodies of Water",,NO,"This isn't a lie: with over 30 miles of hiking trails, this park is one of the premier hiking destinations in the country."
2510,1973.0,Stuart Island State Park,,Friday Harbor,WA,Washington,98250,United States,", Friday Harbor, WA, 98250, United States",,,23,4.5,22,"State Parks, Nature & Parks",,NO,
2511,1974.0,Sun Lakes-Dry Falls State Park,,Coulee City,WA,Washington,,United States,", Coulee City, WA, , United States",,,34,3.5,3,"State Parks, Nature & Parks",,NO,
2512,1975.0,Tolmie State Park,77360 61st Ave,Olympia,WA,Washington,98506,United States,"77360 61st Ave, Olympia, WA, 98506, United States",,,30,4.0,12,"Hiking Trails, State Parks, Nature & Parks, Outdoor Activities, Nature & Wildlife Areas, Bodies of Water, Beaches",,NO,
2513,1976.0,Twanoh State Park,"HWY 106, 8 Miles West of Belfair",Belfair,WA,Washington,,United States,"HWY 106, 8 Miles West of Belfair, Belfair, WA, , United States",,,39,4.0,1,"State Parks, Nature & Parks",,NO,"This state park along the Hood Canal offers plenty of water activities, including fishing, boating and kayaking."
2514,1977.0,Twenty-Five Mile Creek State Park,20530 South Lakeshore Road,Chelan,WA,Washington,98816,United States,"20530 South Lakeshore Road, Chelan, WA, 98816, United States",,,,0,44,"State Parks, Nature & Parks",,NO,
2515,1978.0,Twin Harbors Beach State Park,3120 State Route 105,Westport,WA,Washington,98595-9737,United States,"3120 State Route 105, Westport, WA, 98595-9737, United States",,,46,4.0,3,"Beaches, Nature & Parks, Outdoor Activities, State Parks",,NO,
2516,1979.0,Wallace Falls State Park,,Gold Bar,WA,Washington,,United States,", Gold Bar, WA, , United States",,,99,4.5,1,"State Parks, Nature & Parks",,NO,
2517,1980.0,Wenatchee Confluence State Park,Highway 2 East,Wenatchee,WA,Washington,,United States,"Highway 2 East, Wenatchee, WA, , United States",,,90,4.5,6,"State Parks, Nature & Parks",,NO,"This State Park offers camping, swimming and more where the Columbia and Wenatchee rivers meet."
2518,1981.0,Twin Harbors Beach State Park,3120 State Route 105,Westport,WA,Washington,98595-9737,United States,"3120 State Route 105, Westport, WA, 98595-9737, United States",,,46,4.0,3,"Beaches, Outdoor Activities, Nature & Parks, State Parks",,NO,
2519,1982.0,Yakima Sportsman State Park,904 University Pkwy,Yakima,WA,Washington,98901-9523,United States,"904 University Pkwy, Yakima, WA, 98901-9523, United States",,,27,4.0,14,"State Parks, Nature & Parks",,NO,
2520,1983.0,Chief Timothy Park,"13766 US-12, Clarkston, WA 99403",Clarkston,WA,Washington,99403,United States,"13766 US-12, Clarkston, WA 99403, Clarkston, WA, 99403, United States",,,7,4.5,5,"State Parks, Nature & Parks",,NO,
2521,1984.0,Kamiak Butte County Park,Kamiak Butte County Park Road,Pullman,WA,Washington,99161,United States,"Kamiak Butte County Park Road, Pullman, WA, 99161, United States",,,58,4.5,2,"Hiking Trails, Nature & Parks, Outdoor Activities",,NO,"A recreational area offering hiking, picnicking and scenic views of the Washington landscape."
2522,1985.0,Damon Point,Point Brown Road,Ocean Shores,WA,Washington,98569,United States,"Point Brown Road, Ocean Shores, WA, 98569, United States",,,155,4.5,2,Nature & Parks,,NO,
2523,1986.0,Fay Bainbridge Park,15446 Sunrise Dr NE,Bainbridge Island,WA,Washington,98110-4180,United States,"15446 Sunrise Dr NE, Bainbridge Island, WA, 98110-4180, United States",,,108,4.5,3,"State Parks, Nature & Parks",,NO,
2524,1987.0,North Cascade Smokejumper Base,23 Intercity Airport Rd,Winthrop,WA,Washington,98862-9744,United States,"23 Intercity Airport Rd, Winthrop, WA, 98862-9744, United States",,,45,4.5,4,"Specialty Museums, Museums",,NO,
2525,1988.0,Fort Ward Museum and Park,4301 W Braddock Rd,Alexandria,VA,Virginia,22304-1007,United States,"4301 W Braddock Rd, Alexandria, VA, 22304-1007, United States",,,49,4.0,19,"Historic Sites, History Museums, Sights & Landmarks, Museums",,NO,
2526,1989.0,Busch Gardens Williamsburg,1 Busch Gardens Blvd,Williamsburg,VA,Virginia,23185-5664,United States,"1 Busch Gardens Blvd, Williamsburg, VA, 23185-5664, United States",,,6411,4.5,4,"Theme Parks, Water & Amusement Parks",,NO,"Take your family to a place where fun comes naturally, Williamsburg, Virginia, home to Busch Gardens® and Water Country USA. First, challenge Busch Gardens’ newest roller coaster, Verbolten®, a breathtaking, multisensory thrill ride through the Black Forest. Then discover shared family fun playing at Sesame Street® Forest of Fun™ and Land of the Dragons®. Water Country USA®, Virginia’s largest water park, is just three miles west of Busch Gardens and features state-of-the-art water rides and resort-style amenities. Guests are in for an epic journey on the park’s newest family thrill slide, Colossal Curl™, which debuts this spring. True to its name, this mega water slide will deliver a high-adrenaline, family-friendly, action-packed adventure."
2527,1990.0,Mukilteo Lighthouse Park,609 Front St,Mukilteo,WA,Washington,98275,United States,"609 Front St, Mukilteo, WA, 98275, United States",,,295,4.5,2,Nature & Parks,,NO,
2528,1991.0,Lake Osoyoos State Park,Juniper Street,Oroville,WA,Washington,,United States,"Juniper Street, Oroville, WA, , United States",,,22,4.5,2,Nature & Parks,,NO,
2529,1992.0,Washington Park,1715 South West Skyline Boulevard,Portland,OR,Oregon,97221-2658,United States,"1715 South West Skyline Boulevard, Portland, OR, 97221-2658, United States",,,1090,4.5,2,"Gardens, Zoos & Aquariums, Outdoor Activities, Nature & Parks",,NO,"This popular park offers miles of trails, an extensive rose garden, a large Japanese garden and a zoo. For information on free shuttles, attraction admission hours and pricing within the park, and maps, visit our website."
2530,1993.0,West Bay Park,700 W Bay Dr NW,Olympia,WA,Washington,98502,United States,"700 W Bay Dr NW, Olympia, WA, 98502, United States",,,10,4.5,23,Nature & Parks,,NO,
2531,1994.0,Audra State Park,RS Route 119,Buckhannon,WV,West Virginia,,United States,"RS Route 119, Buckhannon, WV, , United States",,,30,4.5,1,"State Parks, Nature & Parks",,NO,
2532,1995.0,Babcock State Park,,Clifftop,WV,West Virginia,,United States,", Clifftop, WV, , United States",,,131,4.5,1,"Forests, State Parks, Nature & Parks",,NO,
